User-ID;Text-ID;Frage;Antwort;richtige_Antwort
ghost;12;What gives the coconut flavor to the cake mentioned in the text?;Coconut cream ;Coconut cream 
ghost;47;What payment options are available with 24/7 account access?;Direct Debit, online payment, and e-billing.;Direct Debit, online payment, and e-billing.
ghost;65;Where can more information be found about Sheffield's culture?;Sheffield Culture Consortium website only;All of the above.
ghost;63;Why have some county and council areas been grouped into subregions? ;Due to allocation challenges;Due to allocation challenges
ghost;141;Where is Baghdad situated in Iraq? ;Near the center ;Near the center 
ghost;115;What does doubting consist of according to the text?;Embracing the affirmative side ;Embracing either the affirmative or negative side
ghost;98;What does the text suggest about interference? ;It's not justified for personal conduct.;It's not justified for personal conduct.
ghost;73;What is recommended when reporting issues with damp & mould?;Provide a minimum of 3 pictures;Provide a minimum of 3 pictures
ghost;51;How often will you be contacted regarding your child's education?;Annually;Annually
ghost;119;What would have prevented Christianity from expanding according to the text?;Remaining an obscure sect of the Hebrews;Remaining an obscure sect of the Hebrews
ghost;84;What did the author know about existing society? ;It was improving;It was in a deplorable state
ghost;30;What was Wilhelm Fabry's belief about the cause of breast cancer?;Milk clot in a mammary duct. ;Milk clot in a mammary duct. 
ghost;48;What was the original character of the area described? ;Industrial;Industrial
ghost;117;Which book did the speaker particularly enjoy during their boyhood?;Robinson Crusoe ;Robinson Crusoe 
ghost;152;What is notable about Prague? ;It is a centuries-old city with a wealth of historic landmarks;It is a centuries-old city with a wealth of historic landmarks
ghost;126;What is the Ringstrasse, or Ring, surrounded by? ;Grand buildings, monuments, and parks ;Grand buildings, monuments, and parks 
ghost;5;What additional benefit does the drug mentioned in the text provide to patients?;It extends the time before needing breathing assistance.;It extends the time before needing breathing assistance.
ghost;91;What process of thought does the speaker want to understand? ;Eating breakfast;Eating breakfast
ghost;128;What is the oldest university in Dublin? ;Trinity College ;Trinity College 
ghost;0;What was the outcome of the depression mentioned in the text? ;It remained a small and disorganized depression. ;It remained a small and disorganized depression. 
ghost;103;How did he consider Butler's argument? ;Conclusive ;Conclusive 
ghost;100;What does the speaker suggest people might possibly do? ;Learn something from them ;Learn something from them 
ghost;40;What does civil partnership allow same-sex couples to do? ;Obtain legal recognition of their relationship;Obtain legal recognition of their relationship
ghost;27;What concept is illustrated by the interaction between bacteria and antibiotics?;Evolutionary arms race.;Evolutionary arms race.
ghost;156;What is notable about some of the streets? ;They are so steep that they give way to stairs, cable cars, and even an elevator;They are so steep that they give way to stairs, cable cars, and even an elevator
ghost;8;What role is the person mentioned in the text best known for? ;Voicing cartoon characters.;Voicing cartoon characters.
ghost;102;What is a proper office of public authority according to the text? ;To guard against accidents ;To guard against accidents 
ghost;93;How did the speaker approach reading the text? ;With neutrality.;With neutrality.
ghost;26;What effect does starch have on dirt and sweat? ;It repels dirt and sweat;It repels dirt and sweat
ghost;138;How are the two sections of the city connected?;By several bridges ;By several bridges 
ghost;98;What does the text suggest about interference? ;It's based on moral grounds;It's not justified for personal conduct.
ghost;16;What is dolomite?;A mineral composed of calcium magnesium carbonate.;A mineral composed of calcium magnesium carbonate.
ghost;43;Who is responsible for paying Council Tax in a rented property?;The tenant;The tenant
ghost;60;What happens after receiving an application? ;Compliance check and then sent to the Police for checks;Compliance check and then sent to the Police for checks
ghost;84;What did the author know about existing society? ;It was in a deplorable state;It was in a deplorable state
ghost;42;What must people making money from pretending to be letting agents join?;A property management association;An approved redress scheme.
ghost;2;What is the primary goal of the Federal Deposit Insurance Corporation (FDIC)?;To ensure the safety of people's money. ;To ensure the safety of people's money. 
ghost;94;What fate does the text predict for the subject?;Destruction and regeneration;Destruction and regeneration
ghost;28;How is the dish mentioned in the text usually prepared? ;As a small tart without a top crust.;As a small tart without a top crust.
ghost;151;What do the city's factories produce? ;Food, beverages, chemicals, textiles, and pharmaceuticals ;Food, beverages, chemicals, textiles, and pharmaceuticals 
ghost;92;What is the ideal of character described in the text?;To be without any notable character.;To be without any notable character.
ghost;0;What was the outcome of the depression mentioned in the text? ;It remained a small and disorganized depression. ;It remained a small and disorganized depression. 
ghost;10;What is the role of parasitic wasps in agricultural pest control?;They prey on pest insects and have little impact on crops. ;They prey on pest insects and have little impact on crops. 
ghost;134;When did German forces enter the city after a fierce 80-day battle?;September 9, 1941 ;September 19, 1941
ghost;7;What phenomenon is compared to pesticide resistance in plants and insects in the text?;Antibiotic resistance. ;Antibiotic resistance. 
ghost;89;When did the author resume the system of logic?;1837;1837
ghost;115;What does doubting consist of according to the text?;Embracing either the affirmative or negative side;Embracing either the affirmative or negative side
ghost;146;Why did the Spanish colonists name the city for the 'good winds'?;Because the winds brought them to the port ;Because the winds brought them to the port 
ghost;118;What is found upon closer scrutiny about ideas that seem to have a different origin?;They are derived from the same origin ;They are derived from the same origin 
ghost;106;What may exist in a general atmosphere of mental slavery? ;Individual thinkers;Individual thinkers
ghost;53;How are provisional bookings handled? ;They cannot be made over the telephone;They cannot be made over the telephone
ghost;57;What does the statement illustrate about the Sheffield Plan and planning applications? ;The consultation process;The consultation process
ghost;150;What still stands in the city? ;Historic castles;Several centuries-old mosques 
ghost;140;What divides the city into two sections?;A river ;A river 
ghost;36;What was the immediate action taken against the individual mentioned in the text?;Immediate deportation.;Immediate arrest
ghost;112;What does the speaker concede about sounds?;They have no real being without the mind ;They have no real being without the mind 
ghost;21;What is the primary cause of left heart failure mentioned in the text?;Pooling of blood in the liver;Pooling of blood in the lungs
ghost;77;What happened to most wards during the process? ;They kept their name and electorate;They kept their name and electorate
ghost;94;What fate does the text predict for the subject?;Destruction and regeneration;Destruction and regeneration
ghost;41;What was Samuel Holberry sentenced to prison for? ;Sedition;Sedition
ghost;19;How do puppeteers control Muppets? ;One hand controls the head, and the other hand controls the arms.;One hand controls the head, and the other hand controls the arms.
ghost;40;What does civil partnership allow same-sex couples to do? ;Get married;Obtain legal recognition of their relationship
ghost;67;What is used to identify health and wellbeing priorities? ;Joint Strategic Needs Assessment;Joint Strategic Needs Assessment
ghost;118;What is found upon closer scrutiny about ideas that seem to have a different origin?;They are derived from the same origin ;They are derived from the same origin 
ghost;38;Which cells contain granules that can lead to the lysis of neighboring cells? ;White blood cells. ;White blood cells. 
ghost;73;What is recommended when reporting issues with damp & mould?;Provide a minimum of 3 pictures;Provide a minimum of 3 pictures
ghost;11;"What did Griffith identify as the ""transforming principle""? ";RNA;DNA
ghost;1;What are the features of the new Kindle 2, according to the early review by iFixIt?;532 MHz processor, 2GB main memory, and 1530 mAh lithium polymer battery. ;532 MHz processor, 2GB main memory, and 1530 mAh lithium polymer battery. 
ghost;63;Why have some county and council areas been grouped into subregions? ;Due to allocation challenges;Due to allocation challenges
ghost;115;What does doubting consist of according to the text?;Embracing the affirmative side ;Embracing either the affirmative or negative side
ghost;61;What information is specified on the licence? ;Number of animals allowed and general conditions.;Number of animals allowed and general conditions.
ghost;55;Which councils charge additional parish charges? ;Stocksbridge Town Council;All of the above.
ghost;155;What is to the north of Lisbon's central commercial district?;The Cidade Alta (Upper City) ;The Cidade Baixa (Lower City
ghost;128;What is the oldest university in Dublin? ;Trinity College ;Trinity College 
ghost;20;What recognition did JVL receive?;Awards from various international organizations. ;Awards from various international organizations. 
ghost;8;What role is the person mentioned in the text best known for? ;Producing movies.;Voicing cartoon characters.
ghost;120;When were Old Havana and its fortifications added to UNESCO's World Heritage List?;1982;1982
ghost;30;What was Wilhelm Fabry's belief about the cause of breast cancer?;Milk clot in a mammary duct. ;Milk clot in a mammary duct. 
ghost;85;What was the overall impression of the situation described? ;Encouraging;Discouraging
ghost;46;What is the purpose of using an inventory in a tenancy agreement? ;To encourage the tenant to look after provided items.;To encourage the tenant to look after provided items.
ghost;2;What is the primary goal of the Federal Deposit Insurance Corporation (FDIC)?;To ensure the safety of people's money. ;To ensure the safety of people's money. 
ghost;134;When did German forces enter the city after a fierce 80-day battle?;September 19, 1941;September 19, 1941
ghost;153;What is another industry in the city? ;Movie making ;Movie making 
ghost;59;When was the review and accompanying management plans adopted?;23rd October 2007;23rd October 2007
ghost;159;What happened to many people in the city? ;They were killed or sent to concentration camps and killed;They were killed or sent to concentration camps and killed
ghost;44;What can a business do after receiving an interim authority notice?;Cease all licensable activities;Carry on any licensable activities allowed by the premises licence
ghost;149;What happened during the Persian Gulf War of 1991? ;The United States and its allies dropped bombs on the city;The United States and its allies dropped bombs on the city
ghost;122;What remains from the medieval period in the Old Town? ;The Barbican and the Gothic St. John's Cathedral ;The Barbican and the Gothic St. John's Cathedral 
ghost;11;"What did Griffith identify as the ""transforming principle""? ";DNA;DNA
ghost;64;What is notable about Warp Records?;It is the oldest record label in the UK. ;It was founded in Sheffield in 1989
ghost;5;What additional benefit does the drug mentioned in the text provide to patients?;It extends the time before needing breathing assistance.;It extends the time before needing breathing assistance.
