,candidates,winner,time,left,right
60,"(70, 16)",16,12:31:34,70,16
61,"(37, 6)",37,12:31:40,37,6
62,"(82, 11)",82,12:31:49,82,11
63,"(36, 46)",36,12:32:00,36,46
64,"(26, 47)",47,12:32:14,26,47
65,"(23, 30)",23,12:32:19,23,30
66,"(76, 7)",76,12:32:24,76,7
67,"(8, 51)",8,12:32:29,8,51
68,"(71, 62)",62,12:32:49,71,62
69,"(67, 24)",67,12:33:18,67,24
70,"(50, 79)",50,12:33:32,50,79
71,"(80, 5)",5,12:33:37,80,5
72,"(10, 27)",10,12:33:44,10,27
73,"(4, 78)",4,12:33:53,4,78
74,"(83, 12)",83,12:34:02,83,12
75,"(38, 60)",38,12:34:09,38,60
76,"(40, 77)",77,12:34:15,40,77
77,"(0, 17)",0,12:34:21,0,17
78,"(9, 54)",54,12:34:25,9,54
79,"(44, 52)",44,12:34:37,44,52
80,"(2, 69)",69,12:34:46,2,69
81,"(84, 3)",3,12:34:54,84,3
82,"(81, 66)",81,12:34:59,81,66
83,"(28, 25)",25,12:35:10,28,25
84,"(85, 64)",64,12:35:22,85,64
85,"(61, 63)",63,12:35:34,61,63
86,"(59, 57)",57,12:35:43,59,57
87,"(56, 39)",56,12:35:55,56,39
88,"(90, 73)",90,12:35:59,90,73
89,"(14, 65)",14,12:36:03,14,65
90,"(42, 19)",42,12:36:12,42,19
91,"(55, 15)",15,12:36:23,55,15
92,"(48, 13)",48,12:36:45,48,13
93,"(88, 18)",18,12:36:54,88,18
94,"(3, 79)",79,12:37:04,3,79
95,"(68, 30)",68,12:37:09,68,30
96,"(84, 12)",12,12:37:12,84,12
97,"(83, 45)",83,12:37:22,83,45
98,"(24, 5)",5,12:37:29,24,5
99,"(35, 11)",11,12:37:37,35,11
100,"(90, 47)",90,12:37:45,90,47
101,"(81, 64)",64,12:37:59,81,64
102,"(53, 91)",53,12:38:07,53,91
103,"(21, 22)",21,12:38:18,21,22
104,"(66, 19)",19,12:38:28,66,19
105,"(55, 78)",78,12:38:34,55,78
106,"(74, 4)",74,12:38:50,74,4
107,"(61, 6)",61,12:39:00,61,6
108,"(59, 43)",43,12:39:06,59,43
109,"(85, 40)",40,12:39:14,85,40
110,"(87, 38)",38,12:39:17,87,38
111,"(42, 76)",76,12:39:25,42,76
112,"(20, 51)",20,12:39:33,20,51
113,"(56, 44)",44,12:39:47,56,44
114,"(50, 18)",18,12:40:25,50,18
115,"(49, 46)",46,12:40:31,49,46
116,"(93, 86)",93,12:40:39,93,86
117,"(63, 58)",63,12:40:52,63,58
118,"(25, 23)",23,12:40:58,25,23
119,"(26, 73)",26,12:41:04,26,73
120,"(15, 8)",8,12:41:14,15,8
121,"(13, 77)",77,12:41:26,13,77
122,"(33, 52)",33,12:41:32,33,52
123,"(7, 69)",7,12:41:42,7,69
124,"(9, 48)",48,12:41:45,9,48
125,"(36, 70)",36,12:41:50,36,70
126,"(16, 88)",16,12:41:56,16,88
127,"(28, 89)",28,12:42:03,28,89
128,"(57, 71)",71,12:42:12,57,71
129,"(54, 10)",10,12:42:19,54,10
130,"(14, 92)",92,12:42:25,14,92
131,"(29, 60)",29,12:42:31,29,60
132,"(67, 41)",41,12:42:45,67,41
133,"(31, 1)",31,12:42:55,31,1
134,"(82, 32)",32,12:43:03,82,32
135,"(37, 34)",37,12:43:13,37,34
136,"(2, 39)",39,12:43:28,2,39
137,"(0, 27)",0,12:43:36,0,27
138,"(62, 65)",62,12:43:44,62,65
139,"(80, 72)",80,12:43:55,80,72
140,"(75, 17)",75,12:43:58,75,17
141,"(38, 28)",38,12:44:06,38,28
142,"(14, 56)",56,12:44:20,14,56
143,"(17, 46)",46,12:44:23,17,46
144,"(74, 9)",74,12:44:28,74,9
145,"(15, 69)",69,12:44:34,15,69
146,"(87, 77)",77,12:44:36,87,77
147,"(83, 4)",4,12:44:46,83,4
148,"(57, 21)",21,12:44:56,57,21
149,"(48, 35)",48,12:45:00,48,35
150,"(88, 33)",33,12:45:04,88,33
151,"(53, 78)",53,12:45:11,53,78
152,"(40, 24)",40,12:45:17,40,24
153,"(85, 71)",71,12:45:23,85,71
154,"(2, 89)",2,12:45:27,2,89
155,"(68, 55)",68,12:45:32,68,55
156,"(7, 43)",43,12:45:38,7,43
157,"(76, 51)",76,12:45:46,76,51
158,"(84, 3)",3,12:45:48,84,3
159,"(18, 67)",18,12:45:58,18,67
160,"(65, 27)",65,12:46:02,65,27
161,"(31, 8)",8,12:46:07,31,8
162,"(64, 12)",64,12:46:16,64,12
163,"(80, 0)",0,12:46:20,80,0
164,"(37, 82)",82,12:46:24,37,82
165,"(47, 19)",19,12:46:31,47,19
166,"(16, 25)",16,12:46:38,16,25
167,"(61, 62)",62,12:46:48,61,62
168,"(70, 45)",45,12:46:51,70,45
169,"(66, 29)",29,12:46:56,66,29
170,"(81, 32)",32,12:47:03,81,32
171,"(72, 42)",72,12:47:15,72,42
172,"(91, 92)",92,12:47:20,91,92
173,"(6, 36)",36,12:47:23,6,36
174,"(30, 75)",75,12:47:28,30,75
175,"(44, 26)",44,12:47:38,44,26
176,"(73, 39)",39,12:47:42,73,39
177,"(13, 1)",13,12:47:49,13,1
178,"(22, 49)",22,12:48:01,22,49
179,"(20, 79)",20,12:48:19,20,79
180,"(58, 41)",58,12:48:37,58,41
181,"(10, 50)",10,12:48:45,10,50
182,"(11, 54)",11,12:48:53,11,54
183,"(23, 86)",23,12:48:56,23,86
184,"(60, 59)",60,12:49:04,60,59
185,"(93, 34)",93,12:49:31,93,34
186,"(5, 52)",5,12:49:53,5,52
187,"(63, 90)",90,12:50:06,63,90
188,"(85, 40)",40,12:50:15,85,40
189,"(49, 23)",23,12:50:22,49,23
190,"(4, 16)",4,12:50:30,4,16
191,"(34, 53)",53,12:50:37,34,53
192,"(69, 81)",81,12:50:44,69,81
193,"(50, 93)",93,12:50:49,50,93
194,"(24, 59)",24,12:50:57,24,59
195,"(92, 46)",46,12:51:06,92,46
196,"(2, 26)",2,12:51:16,2,26
197,"(5, 57)",5,12:51:23,5,57
198,"(75, 61)",75,12:51:40,75,61
199,"(10, 11)",10,12:52:04,10,11
200,"(42, 86)",42,12:52:10,42,86
201,"(39, 14)",39,12:52:24,39,14
202,"(33, 89)",33,12:52:28,33,89
203,"(76, 25)",25,12:52:31,76,25
204,"(82, 68)",82,12:52:38,82,68
205,"(73, 28)",28,12:52:40,73,28
206,"(55, 74)",74,12:52:53,55,74
207,"(80, 9)",80,12:52:57,80,9
208,"(31, 43)",31,12:53:04,31,43
209,"(0, 35)",0,12:53:10,0,35
210,"(60, 1)",60,12:53:16,60,1
211,"(27, 66)",27,12:53:22,27,66
212,"(67, 6)",67,12:53:25,67,6
213,"(63, 22)",63,12:53:54,63,22
214,"(21, 15)",21,12:54:01,21,15
215,"(7, 17)",7,12:54:04,7,17
216,"(20, 65)",20,12:54:10,20,65
217,"(36, 32)",36,12:54:20,36,32
218,"(71, 87)",71,12:54:29,71,87
219,"(88, 64)",64,12:54:39,88,64
220,"(44, 37)",44,12:54:46,44,37
221,"(54, 47)",47,12:54:52,54,47
222,"(12, 58)",58,12:55:09,12,58
223,"(8, 70)",8,12:55:13,8,70
224,"(52, 77)",77,12:55:20,52,77
225,"(13, 3)",13,12:55:30,13,3
226,"(41, 83)",83,12:55:39,41,83
227,"(56, 78)",56,12:55:45,56,78
228,"(90, 18)",90,12:55:56,90,18
229,"(29, 19)",29,12:56:01,29,19
230,"(48, 91)",48,12:56:08,48,91
231,"(30, 45)",45,12:56:14,30,45
232,"(38, 51)",38,12:56:17,38,51
233,"(79, 84)",79,12:56:20,79,84
234,"(72, 62)",62,12:56:31,72,62
235,"(15, 46)",46,12:56:43,15,46
236,"(8, 2)",8,12:56:49,8,2
237,"(86, 19)",19,12:56:55,86,19
238,"(79, 60)",79,12:57:31,79,60
239,"(61, 63)",63,12:57:48,61,63
240,"(57, 18)",18,12:58:01,57,18
241,"(55, 80)",80,12:58:06,55,80
242,"(68, 22)",22,12:58:13,68,22
243,"(72, 23)",72,12:58:17,72,23
244,"(27, 64)",64,12:58:27,27,64
245,"(84, 85)",85,12:58:30,84,85
246,"(41, 45)",41,12:58:37,41,45
247,"(14, 20)",20,12:58:47,14,20
248,"(43, 4)",4,12:58:54,43,4
249,"(56, 7)",56,12:59:02,56,7
250,"(29, 44)",44,12:59:11,29,44
251,"(93, 51)",93,12:59:18,93,51
252,"(1, 71)",71,12:59:27,1,71
253,"(12, 28)",12,12:59:41,12,28
254,"(62, 88)",62,12:59:50,62,88
255,"(33, 77)",33,12:59:58,33,77
256,"(66, 39)",39,13:00:08,66,39
257,"(26, 52)",52,13:00:16,26,52
258,"(24, 9)",24,13:00:22,24,9
259,"(11, 75)",75,13:00:41,11,75
260,"(83, 76)",83,13:00:58,83,76
261,"(70, 10)",10,13:01:02,70,10
262,"(58, 92)",92,13:01:12,58,92
263,"(21, 48)",21,13:01:22,21,48
264,"(91, 59)",91,13:01:38,91,59
265,"(30, 54)",54,13:01:43,30,54
266,"(89, 67)",67,13:01:47,89,67
267,"(74, 65)",74,13:01:53,74,65
268,"(25, 38)",38,13:02:05,25,38
269,"(42, 37)",42,13:02:13,42,37
270,"(40, 47)",47,13:02:20,40,47
271,"(50, 31)",31,13:02:24,50,31
272,"(5, 0)",5,13:02:34,5,0
273,"(35, 81)",81,13:02:40,35,81
274,"(53, 3)",53,13:02:49,53,3
275,"(17, 90)",90,13:02:50,17,90
276,"(16, 87)",16,13:02:53,16,87
277,"(13, 49)",13,13:03:09,13,49
278,"(73, 6)",73,13:03:12,73,6
279,"(36, 32)",36,13:03:17,36,32
280,"(34, 78)",34,13:03:27,34,78
281,"(82, 69)",82,13:03:36,82,69
282,"(72, 15)",15,13:03:40,72,15
283,"(83, 56)",83,13:03:47,83,56
284,"(12, 91)",12,13:03:51,12,91
285,"(59, 49)",49,13:03:54,59,49
286,"(30, 68)",68,13:03:56,30,68
287,"(10, 88)",10,13:04:00,10,88
288,"(81, 57)",81,13:04:03,81,57
289,"(69, 36)",36,13:04:06,69,36
290,"(61, 73)",61,13:04:09,61,73
291,"(71, 47)",71,13:04:14,71,47
292,"(6, 58)",58,13:04:15,6,58
293,"(33, 39)",39,13:04:21,33,39
294,"(37, 48)",48,13:04:24,37,48
295,"(16, 50)",50,13:04:27,16,50
296,"(34, 20)",20,13:04:30,34,20
297,"(75, 42)",75,13:04:37,75,42
298,"(78, 45)",78,13:04:41,78,45
299,"(52, 7)",52,13:04:44,52,7
300,"(66, 24)",24,13:04:47,66,24
301,"(8, 19)",8,13:04:49,8,19
302,"(11, 26)",11,13:04:53,11,26
303,"(44, 3)",3,13:04:59,44,3
304,"(92, 35)",92,13:05:02,92,35
305,"(46, 85)",46,13:05:06,46,85
306,"(84, 31)",31,13:05:08,84,31
307,"(53, 54)",53,13:05:12,53,54
308,"(60, 65)",60,13:05:15,60,65
309,"(32, 38)",32,13:05:19,32,38
310,"(55, 29)",29,13:05:22,55,29
311,"(70, 87)",87,13:05:24,70,87
312,"(77, 4)",4,13:05:29,77,4
313,"(2, 9)",2,13:05:31,2,9
314,"(27, 18)",18,13:05:34,27,18
315,"(67, 51)",67,13:05:38,67,51
316,"(13, 25)",13,13:05:41,13,25
317,"(62, 74)",74,13:05:44,62,74
318,"(79, 89)",79,13:05:48,79,89
319,"(64, 76)",64,13:05:51,64,76
320,"(63, 41)",63,13:05:57,63,41
321,"(23, 5)",5,13:05:59,23,5
322,"(0, 1)",0,13:06:02,0,1
323,"(28, 93)",93,13:06:07,28,93
324,"(17, 43)",43,13:06:08,17,43
325,"(21, 80)",21,13:06:11,21,80
326,"(82, 22)",22,13:06:16,82,22
327,"(86, 40)",40,13:06:18,86,40
328,"(14, 90)",90,13:06:21,14,90
329,"(74, 55)",74,13:06:24,74,55
330,"(12, 56)",12,13:06:29,12,56
331,"(60, 81)",60,13:06:34,60,81
332,"(69, 21)",21,13:06:36,69,21
333,"(76, 50)",50,13:06:38,76,50
334,"(34, 83)",83,13:06:44,34,83
335,"(25, 14)",25,13:06:47,25,14
336,"(57, 43)",57,13:06:50,57,43
337,"(58, 29)",58,13:06:53,58,29
338,"(52, 80)",52,13:06:57,52,80
339,"(70, 23)",23,13:06:59,70,23
340,"(51, 18)",18,13:07:05,51,18
341,"(87, 75)",75,13:07:07,87,75
342,"(36, 78)",36,13:07:12,36,78
343,"(65, 93)",93,13:07:14,65,93
344,"(22, 77)",22,13:07:17,22,77
345,"(35, 38)",38,13:07:20,35,38
346,"(3, 24)",3,13:07:25,3,24
347,"(92, 2)",92,13:07:27,92,2
348,"(54, 71)",71,13:07:30,54,71
349,"(5, 85)",5,13:07:34,5,85
350,"(88, 64)",64,13:07:37,88,64
351,"(8, 59)",8,13:07:39,8,59
352,"(48, 15)",48,13:07:44,48,15
353,"(53, 16)",53,13:07:46,53,16
354,"(28, 17)",28,13:07:48,28,17
355,"(63, 72)",63,13:07:50,63,72
356,"(44, 20)",20,13:07:55,44,20
357,"(46, 33)",33,13:07:58,46,33
358,"(11, 37)",11,13:08:02,11,37
359,"(27, 39)",39,13:08:04,27,39
360,"(13, 66)",13,13:08:06,13,66
361,"(40, 62)",40,13:08:10,40,62
362,"(91, 41)",41,13:08:13,91,41
363,"(4, 73)",4,13:08:14,4,73
364,"(9, 32)",32,13:08:17,9,32
365,"(89, 1)",1,13:08:20,89,1
366,"(79, 68)",79,13:08:23,79,68
367,"(26, 19)",19,13:08:26,26,19
368,"(30, 6)",30,13:08:30,30,6
369,"(7, 84)",7,13:08:32,7,84
370,"(45, 42)",45,13:08:36,45,42
371,"(10, 47)",10,13:08:42,10,47
372,"(67, 31)",31,13:08:49,67,31
373,"(61, 90)",90,13:08:51,61,90
374,"(49, 82)",82,13:08:56,49,82
375,"(86, 0)",0,13:09:00,86,0
