,candidates,winner,time,left,right
263,"(21, 48)",21,00:00:00,21,48
264,"(91, 59)",91,00:00:00,91,59
265,"(30, 54)",54,00:00:00,30,54
266,"(89, 67)",67,00:00:00,89,67
267,"(74, 65)",74,00:00:00,74,65
268,"(25, 38)",38,00:00:00,25,38
269,"(42, 37)",42,00:00:00,42,37
270,"(40, 47)",47,00:00:00,40,47
271,"(50, 31)",50,00:00:00,50,31
272,"(5, 0)",5,00:00:00,5,0
273,"(35, 81)",81,00:00:00,35,81
274,"(53, 3)",53,00:00:00,53,3
275,"(17, 90)",90,00:00:00,17,90
276,"(16, 87)",16,00:00:00,16,87
277,"(13, 49)",13,00:00:00,13,49
278,"(73, 6)",73,00:00:00,73,6
279,"(36, 32)",36,00:00:00,36,32
280,"(34, 78)",34,00:00:00,34,78
281,"(82, 69)",82,00:00:00,82,69
282,"(72, 15)",15,00:00:00,72,15
283,"(83, 56)",83,00:00:00,83,56
284,"(12, 91)",12,00:00:00,12,91
285,"(59, 49)",49,00:00:00,59,49
286,"(30, 68)",68,00:00:00,30,68
287,"(10, 88)",10,00:00:00,10,88
288,"(81, 57)",81,00:00:00,81,57
289,"(69, 36)",36,00:00:00,69,36
290,"(61, 73)",61,00:00:00,61,73
291,"(71, 47)",71,00:00:00,71,47
292,"(6, 58)",58,00:00:00,6,58
293,"(33, 39)",39,00:00:00,33,39
294,"(37, 48)",48,00:00:00,37,48
295,"(16, 50)",50,00:00:00,16,50
296,"(34, 20)",34,00:00:00,34,20
297,"(75, 42)",75,00:00:00,75,42
298,"(78, 45)",45,00:00:00,78,45
299,"(52, 7)",7,00:00:00,52,7
300,"(66, 24)",24,00:00:00,66,24
301,"(8, 19)",8,00:00:00,8,19
302,"(11, 26)",26,00:00:00,11,26
303,"(44, 3)",44,00:00:00,44,3
304,"(92, 35)",92,00:00:00,92,35
305,"(46, 85)",46,00:00:00,46,85
306,"(84, 31)",31,00:00:00,84,31
307,"(53, 54)",53,00:00:00,53,54
308,"(60, 65)",60,00:00:00,60,65
309,"(32, 38)",38,00:00:00,32,38
310,"(55, 29)",29,00:00:00,55,29
311,"(70, 87)",87,00:00:00,70,87
312,"(77, 4)",4,00:00:00,77,4
313,"(2, 9)",9,00:00:00,2,9
314,"(27, 18)",18,00:00:00,27,18
315,"(67, 51)",67,00:00:00,67,51
316,"(13, 25)",13,00:00:00,13,25
317,"(62, 74)",74,00:00:00,62,74
318,"(79, 89)",79,00:00:00,79,89
319,"(64, 76)",64,00:00:00,64,76
320,"(63, 41)",63,00:00:00,63,41
321,"(23, 5)",5,00:00:00,23,5
322,"(0, 1)",0,00:00:00,0,1
323,"(28, 93)",93,00:00:00,28,93
324,"(17, 43)",43,00:00:00,17,43
325,"(21, 80)",21,00:00:00,21,80
326,"(82, 22)",82,00:00:00,82,22
327,"(86, 40)",40,00:00:00,86,40
328,"(14, 90)",90,00:00:00,14,90
329,"(74, 55)",74,00:00:00,74,55
330,"(12, 56)",12,00:00:00,12,56
331,"(60, 81)",81,00:00:00,60,81
332,"(69, 21)",21,00:00:00,69,21
333,"(76, 50)",50,00:00:00,76,50
334,"(34, 83)",83,00:00:00,34,83
335,"(25, 14)",14,00:00:00,25,14
336,"(57, 43)",57,00:00:00,57,43
337,"(58, 29)",58,00:00:00,58,29
338,"(52, 80)",52,00:00:00,52,80
339,"(70, 23)",23,00:00:00,70,23
340,"(51, 18)",18,00:00:00,51,18
341,"(87, 75)",75,00:00:00,87,75
342,"(36, 78)",36,00:00:00,36,78
343,"(65, 93)",93,00:00:00,65,93
344,"(22, 77)",22,00:00:00,22,77
345,"(35, 38)",38,00:00:00,35,38
346,"(3, 24)",3,00:00:00,3,24
347,"(92, 2)",92,00:00:00,92,2
348,"(54, 71)",71,00:00:00,54,71
349,"(5, 85)",5,00:00:00,5,85
350,"(88, 64)",64,00:00:00,88,64
351,"(8, 59)",8,00:00:00,8,59
352,"(48, 15)",48,00:00:00,48,15
353,"(53, 16)",53,00:00:00,53,16
354,"(28, 17)",28,00:00:00,28,17
355,"(63, 72)",63,00:00:00,63,72
356,"(44, 20)",44,00:00:00,44,20
357,"(46, 33)",46,00:00:00,46,33
358,"(11, 37)",11,00:00:00,11,37
359,"(27, 39)",39,00:00:00,27,39
360,"(13, 66)",13,00:00:00,13,66
361,"(40, 62)",40,00:00:00,40,62
362,"(91, 41)",41,00:00:00,91,41
363,"(4, 73)",4,00:00:00,4,73
364,"(9, 32)",32,00:00:00,9,32
365,"(89, 1)",1,00:00:00,89,1
366,"(79, 68)",79,00:00:00,79,68
367,"(26, 19)",26,00:00:00,26,19
368,"(30, 6)",30,00:00:00,30,6
369,"(7, 84)",7,00:00:00,7,84
370,"(45, 42)",42,00:00:00,45,42
371,"(10, 47)",10,00:00:00,10,47
372,"(67, 31)",31,00:00:00,67,31
373,"(61, 90)",90,00:00:00,61,90
374,"(49, 82)",82,00:00:00,49,82
375,"(86, 0)",0,00:00:00,86,0
