User-ID;Text-ID;Frage;Antwort;richtige_Antwort
Kaffeetrinker;8;What role is the person mentioned in the text best known for? ;Writing novels;Voicing cartoon characters.
Kaffeetrinker;153;What is another industry in the city? ;Agriculture;Movie making 
Kaffeetrinker;74;What type of tenancy do they usually offer? ;Fixed-term lease.;Assured tenancy
Kaffeetrinker;134;When did German forces enter the city after a fierce 80-day battle?;September 9, 1941 ;September 19, 1941
Kaffeetrinker;101;What can we do if someone displeases us? ;Stand aloof from them ;Stand aloof from them 
Kaffeetrinker;61;What information is specified on the licence? ;License fee;Number of animals allowed and general conditions.
Kaffeetrinker;49;What options can be offered in rooms licensed for ceremonies?;Full wedding packages to ceremony and drinks reception;Full wedding packages to ceremony and drinks reception
Kaffeetrinker;60;What happens after receiving an application? ;Compliance check and then sent to the Police for checks;Compliance check and then sent to the Police for checks
Kaffeetrinker;119;What would have prevented Christianity from expanding according to the text?;Lack of scriptures ;Remaining an obscure sect of the Hebrews
Kaffeetrinker;143;What came to an end after World War I? ;The Hapsburg Empire;The Hapsburg Empire
Kaffeetrinker;81;What problem is being addressed in the text? ;The solution proposed by two individuals;The existence of extension in the mind.
Kaffeetrinker;113;What doctrine is the text referring to as being properly understood?;Doctrine of circumstances ;Doctrine of circumstances 
Kaffeetrinker;95;How does the speaker compare their own perception? ;Less accurate and limited;More perfect and comprehensive
Kaffeetrinker;156;What is notable about some of the streets? ;They are so steep that they give way to stairs, cable cars, and even an elevator;They are so steep that they give way to stairs, cable cars, and even an elevator
Kaffeetrinker;100;What does the speaker suggest people might possibly do? ;Support them;Learn something from them 
Kaffeetrinker;145;What happened to many of Lisbon's residents?;They became rich ;They became rich 
Kaffeetrinker;124;How many inhabitants did Tenochtitlan have when the Spaniards arrived in 1519?;100000;100000
Kaffeetrinker;16;What is dolomite?;A mineral composed of calcium magnesium carbonate.;A mineral composed of calcium magnesium carbonate.
Kaffeetrinker;76;Where can the Register of Members' Interests be viewed? ;Town Hall, Pinstone Street, Sheffield. ;Town Hall, Pinstone Street, Sheffield. 
Kaffeetrinker;30;What was Wilhelm Fabry's belief about the cause of breast cancer?;Milk clot in a mammary duct. ;Milk clot in a mammary duct. 
Kaffeetrinker;50;Under what circumstances should a child not go to school before or after an appointment?;If they are unwell;If they are unwell
Kaffeetrinker;17;When was Byrd Station reopened? ;1980-1981 ;2009-2010 
Kaffeetrinker;96;What dilemma is presented in the text? ;The purpose of religious freedom;The absence of religious dominance.
Kaffeetrinker;64;What is notable about Warp Records?;It is the oldest record label in the UK. ;It was founded in Sheffield in 1989
Kaffeetrinker;29;How does the MD degree in other countries compare to other academic degrees?;It is equivalent to a professional certification.;It is equivalent to a PhD or a higher doctorate
Kaffeetrinker;46;What is the purpose of using an inventory in a tenancy agreement? ;To encourage the tenant to look after provided items.;To encourage the tenant to look after provided items.
Kaffeetrinker;105;What can he do so far? ;Abstract ;Abstract 
Kaffeetrinker;15;What action must the governor of the affected state take for FEMA and the federal government to respond to a disaster? ;Deploy National Guard troops.;Declare a state of emergency. 
Kaffeetrinker;25;What is leukemia? ;A type of cancer of the blood or bone marrow. ;A type of cancer of the blood or bone marrow. 
Kaffeetrinker;16;What is dolomite?;A mineral composed of calcium magnesium carbonate.;A mineral composed of calcium magnesium carbonate.
Kaffeetrinker;106;What may exist in a general atmosphere of mental slavery? ;Rebels ;Individual thinkers
Kaffeetrinker;138;How are the two sections of the city connected?;By several bridges ;By several bridges 
Kaffeetrinker;95;How does the speaker compare their own perception? ;Equal in scope and depth;More perfect and comprehensive
Kaffeetrinker;60;What happens after receiving an application? ;Application sent to other agencies.;Compliance check and then sent to the Police for checks
Kaffeetrinker;53;How are provisional bookings handled? ;They cannot be made over the telephone;They cannot be made over the telephone
Kaffeetrinker;152;What is notable about Prague? ;It is a centuries-old city with a wealth of historic landmarks;It is a centuries-old city with a wealth of historic landmarks
Kaffeetrinker;126;What is the Ringstrasse, or Ring, surrounded by? ;Historical landmarks;Grand buildings, monuments, and parks 
Kaffeetrinker;3;What are the ingredients of the filling mentioned in the text? ;Mashed sweet potatoes, milk, sugar, eggs, and flavoring.;Mashed sweet potatoes, milk, sugar, eggs, and flavoring.
Kaffeetrinker;56;In England, what percentage of the country can the public roam without staying on paths?;7%;7%
Kaffeetrinker;150;What still stands in the city? ;Several centuries-old mosques ;Several centuries-old mosques 
Kaffeetrinker;26;What effect does starch have on dirt and sweat? ;It repels dirt and sweat;It repels dirt and sweat
Kaffeetrinker;40;What does civil partnership allow same-sex couples to do? ;Get married;Obtain legal recognition of their relationship
Kaffeetrinker;39;When was Ashland Coal, Inc. formed?;1965;1975
Kaffeetrinker;117;Which book did the speaker particularly enjoy during their boyhood?;The Adventures of Tom Sawyer ;Robinson Crusoe 
Kaffeetrinker;99;What does the text suggest an idea can resemble? ;Another idea;Another idea
Kaffeetrinker;151;What do the city's factories produce? ;Food, beverages, chemicals, textiles, and pharmaceuticals ;Food, beverages, chemicals, textiles, and pharmaceuticals 
Kaffeetrinker;30;What was Wilhelm Fabry's belief about the cause of breast cancer?;Milk clot in a mammary duct. ;Milk clot in a mammary duct. 
Kaffeetrinker;87;What assertion does the text make about Wordsworth? ;Wordsworth's poetry is unrivaled;There have been greater poets than Wordsworth.
Kaffeetrinker;58;What groups exist across the city for tenants and leaseholders? ;Both Tenants & Resident Association (TARA) and Leaseholder groups;Both Tenants & Resident Association (TARA) and Leaseholder groups
Kaffeetrinker;148;What is the city's role in the country? ;A cultural and historical site;A center for banking and insurance, a major tourist site, and a transportation hub 
Kaffeetrinker;125;How far is Bangkok located from the Gulf of Thailand? ;About 50 miles;About 25 miles 
Kaffeetrinker;59;When was the review and accompanying management plans adopted?;23rd October 2008;23rd October 2007
Kaffeetrinker;3;What are the ingredients of the filling mentioned in the text? ;Mashed sweet potatoes, milk, sugar, eggs, and flavoring.;Mashed sweet potatoes, milk, sugar, eggs, and flavoring.
Kaffeetrinker;85;What was the overall impression of the situation described? ;Neutral;Discouraging
Kaffeetrinker;94;What fate does the text predict for the subject?;Stability and prosperity;Destruction and regeneration
Kaffeetrinker;97;How does the text describe the prohibition?;As religious persecution;As reasonable
Kaffeetrinker;58;What groups exist across the city for tenants and leaseholders? ;Neither Tenants & Resident Association (TARA) nor Leaseholder groups.;Both Tenants & Resident Association (TARA) and Leaseholder groups
Kaffeetrinker;10;What is the role of parasitic wasps in agricultural pest control?;They prey on pest insects and have little impact on crops. ;They prey on pest insects and have little impact on crops. 
Kaffeetrinker;31;What is hypertension? ;Elevated systemic arterial blood pressure;Elevated systemic arterial blood pressure
Kaffeetrinker;12;What gives the coconut flavor to the cake mentioned in the text?;Coconut cream ;Coconut cream 
Kaffeetrinker;153;What is another industry in the city? ;Car manufacturing ;Movie making 
Kaffeetrinker;9;Why do athletes, gymnasts, dancers, and martial artists perform stretching exercises?;To build muscle mass. ;To lengthen their ligaments and make their joints more supple.
Kaffeetrinker;139;What is still vigorously alive in Kiev? ;Its ancient tradition as a cultural center ;Its ancient tradition as a cultural center 
