,candidates,winner,time,left,right
229,"(29, 19)",19,11:12:00,29,19
230,"(48, 91)",48,11:12:01,48,91
231,"(30, 45)",45,11:12:02,30,45
232,"(38, 51)",38,11:12:02,38,51
233,"(79, 84)",79,11:12:05,79,84
234,"(72, 62)",62,11:12:07,72,62
235,"(15, 46)",46,11:12:08,15,46
236,"(8, 2)",8,11:12:09,8,2
237,"(86, 19)",19,11:12:10,86,19
238,"(79, 60)",60,11:12:10,79,60
239,"(61, 63)",63,11:12:11,61,63
240,"(57, 18)",18,11:12:12,57,18
241,"(55, 80)",80,11:12:13,55,80
242,"(68, 22)",22,11:12:13,68,22
243,"(72, 23)",72,11:12:14,72,23
244,"(27, 64)",64,11:12:15,27,64
245,"(84, 85)",85,11:12:15,84,85
246,"(41, 45)",41,11:12:16,41,45
247,"(14, 20)",14,11:12:17,14,20
248,"(43, 4)",4,11:12:17,43,4
249,"(56, 7)",56,11:12:18,56,7
250,"(29, 44)",44,11:12:21,29,44
251,"(93, 51)",93,11:12:22,93,51
252,"(1, 71)",71,11:12:22,1,71
253,"(12, 28)",28,11:12:23,12,28
254,"(62, 88)",62,11:12:24,62,88
255,"(33, 77)",77,11:12:24,33,77
256,"(66, 39)",39,11:12:25,66,39
257,"(26, 52)",52,11:12:26,26,52
258,"(24, 9)",24,11:12:26,24,9
259,"(11, 75)",75,11:12:27,11,75
260,"(83, 76)",83,11:12:28,83,76
261,"(70, 10)",10,11:12:29,70,10
262,"(58, 92)",92,11:12:29,58,92
263,"(21, 48)",21,11:12:30,21,48
264,"(91, 59)",59,11:12:32,91,59
265,"(30, 54)",54,11:12:32,30,54
266,"(89, 67)",67,11:12:33,89,67
267,"(74, 65)",74,11:12:34,74,65
268,"(25, 38)",25,11:12:34,25,38
269,"(42, 37)",37,11:12:36,42,37
270,"(40, 47)",47,11:12:37,40,47
271,"(50, 31)",50,11:12:38,50,31
272,"(5, 0)",5,11:12:38,5,0
273,"(35, 81)",81,11:12:39,35,81
274,"(53, 3)",53,11:12:41,53,3
275,"(17, 90)",90,11:12:42,17,90
276,"(16, 87)",16,11:12:45,16,87
277,"(13, 49)",13,11:12:45,13,49
278,"(73, 6)",6,11:12:46,73,6
279,"(36, 32)",36,11:12:47,36,32
280,"(34, 78)",78,11:12:47,34,78
281,"(82, 69)",82,11:12:48,82,69
282,"(72, 15)",15,11:12:49,72,15
283,"(83, 56)",83,11:12:49,83,56
284,"(12, 91)",12,11:12:50,12,91
285,"(59, 49)",49,11:12:51,59,49
286,"(30, 68)",68,11:12:52,30,68
287,"(10, 88)",10,11:12:53,10,88
288,"(81, 57)",81,11:12:53,81,57
289,"(69, 36)",36,11:12:54,69,36
290,"(61, 73)",61,11:12:55,61,73
291,"(71, 47)",47,11:12:56,71,47
292,"(6, 58)",58,11:12:56,6,58
293,"(33, 39)",39,11:12:58,33,39
294,"(37, 48)",48,11:12:58,37,48
295,"(16, 50)",50,11:12:59,16,50
296,"(34, 20)",34,11:13:00,34,20
297,"(75, 42)",75,11:13:01,75,42
298,"(78, 45)",45,11:13:01,78,45
299,"(52, 7)",7,11:13:03,52,7
300,"(66, 24)",24,11:13:04,66,24
301,"(8, 19)",8,11:13:04,8,19
302,"(11, 26)",11,11:13:05,11,26
303,"(44, 3)",3,11:13:05,44,3
304,"(92, 35)",92,11:13:08,92,35
305,"(46, 85)",85,11:13:09,46,85
306,"(84, 31)",31,11:13:10,84,31
307,"(53, 54)",53,11:13:11,53,54
308,"(60, 65)",65,11:13:12,60,65
309,"(32, 38)",38,11:13:12,32,38
310,"(55, 29)",29,11:13:14,55,29
311,"(70, 87)",87,11:13:14,70,87
312,"(77, 4)",4,11:13:15,77,4
313,"(2, 9)",9,11:13:16,2,9
314,"(27, 18)",18,11:13:17,27,18
315,"(67, 51)",67,11:13:18,67,51
316,"(13, 25)",25,11:13:19,13,25
317,"(62, 74)",74,11:13:20,62,74
318,"(79, 89)",79,11:13:21,79,89
319,"(64, 76)",64,11:13:22,64,76
320,"(63, 41)",63,11:13:23,63,41
321,"(23, 5)",5,11:13:24,23,5
322,"(0, 1)",0,11:13:24,0,1
323,"(28, 93)",93,11:13:25,28,93
324,"(17, 43)",43,11:13:26,17,43
325,"(21, 80)",80,11:13:27,21,80
326,"(82, 22)",82,11:13:28,82,22
327,"(86, 40)",40,11:13:28,86,40
328,"(14, 90)",90,11:13:29,14,90
329,"(74, 55)",74,11:13:29,74,55
330,"(12, 56)",56,11:13:30,12,56
331,"(60, 81)",81,11:13:30,60,81
332,"(69, 21)",21,11:13:32,69,21
333,"(76, 50)",50,11:13:32,76,50
334,"(34, 83)",83,11:13:33,34,83
335,"(25, 14)",25,11:13:34,25,14
336,"(57, 43)",57,11:13:35,57,43
337,"(58, 29)",58,11:13:35,58,29
338,"(52, 80)",80,11:13:36,52,80
339,"(70, 23)",23,11:13:36,70,23
340,"(51, 18)",18,11:13:38,51,18
341,"(87, 75)",75,11:13:38,87,75
342,"(36, 78)",36,11:13:39,36,78
343,"(65, 93)",93,11:13:40,65,93
344,"(22, 77)",22,11:13:41,22,77
345,"(35, 38)",38,11:13:42,35,38
346,"(3, 24)",24,11:13:42,3,24
347,"(92, 2)",92,11:13:43,92,2
348,"(54, 71)",71,11:13:44,54,71
349,"(5, 85)",5,11:13:44,5,85
350,"(88, 64)",64,11:13:46,88,64
351,"(8, 59)",8,11:13:47,8,59
352,"(48, 15)",15,11:13:48,48,15
353,"(53, 16)",53,11:13:48,53,16
354,"(28, 17)",28,11:13:49,28,17
355,"(63, 72)",63,11:13:49,63,72
356,"(44, 20)",44,11:13:50,44,20
357,"(46, 33)",33,11:13:51,46,33
358,"(11, 37)",11,11:13:54,11,37
359,"(27, 39)",39,11:13:55,27,39
360,"(13, 66)",13,11:13:55,13,66
361,"(40, 62)",62,11:13:56,40,62
362,"(91, 41)",41,11:13:57,91,41
363,"(4, 73)",4,11:13:58,4,73
364,"(9, 32)",32,11:13:58,9,32
365,"(89, 1)",1,11:13:59,89,1
366,"(79, 68)",79,11:14:00,79,68
367,"(26, 19)",26,11:14:00,26,19
368,"(30, 6)",30,11:14:01,30,6
369,"(7, 84)",7,11:14:03,7,84
370,"(45, 42)",45,11:14:03,45,42
371,"(10, 47)",10,11:14:04,10,47
372,"(67, 31)",31,11:14:04,67,31
373,"(61, 90)",90,11:14:05,61,90
374,"(49, 82)",82,11:14:06,49,82
375,"(86, 0)",0,11:14:06,86,0
