,candidates,winner,time,left,right
233,"(79, 84)",79,21:09:19,79,84
234,"(72, 62)",72,21:09:27,72,62
235,"(15, 46)",15,21:09:53,15,46
236,"(8, 2)",8,21:10:04,8,2
237,"(86, 19)",19,21:10:17,86,19
238,"(79, 60)",60,21:10:22,79,60
239,"(61, 63)",63,21:10:28,61,63
240,"(57, 18)",57,21:10:45,57,18
241,"(55, 80)",55,21:10:49,55,80
242,"(68, 22)",22,21:10:56,68,22
243,"(72, 23)",72,21:10:59,72,23
244,"(27, 64)",64,21:11:18,27,64
245,"(84, 85)",85,21:11:20,84,85
246,"(41, 45)",41,21:11:34,41,45
247,"(14, 20)",20,21:11:49,14,20
248,"(43, 4)",4,21:12:00,43,4
249,"(56, 7)",56,21:12:12,56,7
250,"(29, 44)",29,21:12:23,29,44
251,"(93, 51)",93,21:12:49,93,51
252,"(1, 71)",1,21:13:00,1,71
253,"(12, 28)",12,21:13:07,12,28
254,"(62, 88)",62,21:13:10,62,88
255,"(33, 77)",33,21:13:21,33,77
256,"(66, 39)",39,21:13:25,66,39
257,"(26, 52)",26,21:13:33,26,52
258,"(24, 9)",9,21:13:39,24,9
259,"(11, 75)",11,21:13:50,11,75
260,"(83, 76)",83,21:14:00,83,76
261,"(70, 10)",10,21:14:03,70,10
262,"(58, 92)",92,21:14:11,58,92
263,"(21, 48)",21,21:14:23,21,48
264,"(91, 59)",91,21:14:27,91,59
265,"(30, 54)",54,21:14:35,30,54
266,"(89, 67)",67,21:14:49,89,67
267,"(74, 65)",65,21:15:01,74,65
268,"(25, 38)",25,21:15:11,25,38
269,"(42, 37)",37,21:15:19,42,37
270,"(40, 47)",47,21:15:32,40,47
271,"(50, 31)",31,21:15:39,50,31
272,"(5, 0)",0,21:15:48,5,0
273,"(35, 81)",81,21:15:58,35,81
274,"(53, 3)",3,21:16:08,53,3
275,"(17, 90)",90,21:16:11,17,90
276,"(16, 87)",16,21:16:16,16,87
277,"(13, 49)",13,21:16:21,13,49
278,"(73, 6)",6,21:16:24,73,6
279,"(36, 32)",36,21:16:34,36,32
280,"(34, 78)",34,21:16:40,34,78
281,"(82, 69)",82,21:16:46,82,69
282,"(72, 15)",72,21:16:55,72,15
283,"(83, 56)",56,21:17:07,83,56
284,"(12, 91)",12,21:17:13,12,91
285,"(59, 49)",49,21:17:18,59,49
286,"(30, 68)",30,21:17:25,30,68
287,"(10, 88)",10,21:17:36,10,88
288,"(81, 57)",81,21:17:46,81,57
289,"(69, 36)",36,21:17:54,69,36
290,"(61, 73)",61,21:17:57,61,73
291,"(71, 47)",71,21:18:12,71,47
292,"(6, 58)",6,21:18:16,6,58
293,"(33, 39)",39,21:18:31,33,39
294,"(37, 48)",48,21:18:34,37,48
295,"(16, 50)",16,21:18:36,16,50
296,"(34, 20)",20,21:18:43,34,20
297,"(75, 42)",75,21:18:48,75,42
298,"(78, 45)",45,21:18:51,78,45
299,"(52, 7)",52,21:19:01,52,7
300,"(66, 24)",24,21:19:05,66,24
301,"(8, 19)",19,21:19:09,8,19
302,"(11, 26)",26,21:19:16,11,26
303,"(44, 3)",44,21:19:32,44,3
304,"(92, 35)",35,21:19:41,92,35
305,"(46, 85)",46,21:19:52,46,85
306,"(84, 31)",31,21:19:57,84,31
307,"(53, 54)",54,21:20:06,53,54
308,"(60, 65)",60,21:20:11,60,65
309,"(32, 38)",38,21:20:19,32,38
310,"(55, 29)",29,21:20:26,55,29
311,"(70, 87)",87,21:20:28,70,87
312,"(77, 4)",4,21:20:55,77,4
313,"(2, 9)",9,21:20:59,2,9
314,"(27, 18)",27,21:21:07,27,18
315,"(67, 51)",51,21:21:33,67,51
316,"(13, 25)",13,21:21:36,13,25
317,"(62, 74)",74,21:21:43,62,74
318,"(79, 89)",89,21:21:47,79,89
319,"(64, 76)",64,21:21:51,64,76
320,"(63, 41)",41,21:22:00,63,41
321,"(23, 5)",5,21:22:02,23,5
322,"(0, 1)",0,21:22:19,0,1
323,"(28, 93)",93,21:22:25,28,93
324,"(17, 43)",43,21:22:28,17,43
325,"(21, 80)",21,21:22:31,21,80
326,"(82, 22)",82,21:22:38,82,22
327,"(86, 40)",86,21:22:47,86,40
328,"(14, 90)",90,21:22:56,14,90
329,"(74, 55)",55,21:23:04,74,55
330,"(12, 56)",12,21:23:17,12,56
331,"(60, 81)",81,21:23:24,60,81
332,"(69, 21)",21,21:23:33,69,21
333,"(76, 50)",50,21:23:36,76,50
334,"(34, 83)",83,21:23:42,34,83
335,"(25, 14)",14,21:23:50,25,14
336,"(57, 43)",57,21:23:57,57,43
337,"(58, 29)",29,21:24:02,58,29
338,"(52, 80)",52,21:24:09,52,80
339,"(70, 23)",23,21:24:12,70,23
340,"(51, 18)",51,21:24:21,51,18
341,"(87, 75)",75,21:24:25,87,75
342,"(36, 78)",36,21:24:34,36,78
343,"(65, 93)",93,21:24:37,65,93
344,"(22, 77)",77,21:24:42,22,77
345,"(35, 38)",38,21:24:51,35,38
346,"(3, 24)",24,21:24:54,3,24
347,"(92, 2)",92,21:24:59,92,2
348,"(54, 71)",54,21:25:05,54,71
349,"(5, 85)",5,21:25:11,5,85
350,"(88, 64)",64,21:25:16,88,64
351,"(8, 59)",59,21:25:24,8,59
352,"(48, 15)",48,21:25:33,48,15
353,"(53, 16)",53,21:25:38,53,16
354,"(28, 17)",28,21:25:39,28,17
355,"(63, 72)",72,21:25:49,63,72
356,"(44, 20)",20,21:26:02,44,20
357,"(46, 33)",33,21:26:08,46,33
358,"(11, 37)",37,21:26:18,11,37
359,"(27, 39)",39,21:26:27,27,39
360,"(13, 66)",13,21:26:36,13,66
361,"(40, 62)",62,21:26:42,40,62
362,"(91, 41)",41,21:26:45,91,41
363,"(4, 73)",4,21:26:47,4,73
364,"(9, 32)",32,21:27:00,9,32
365,"(89, 1)",1,21:27:07,89,1
366,"(79, 68)",79,21:27:09,79,68
367,"(26, 19)",19,21:27:16,26,19
368,"(30, 6)",6,21:27:23,30,6
369,"(7, 84)",7,21:27:25,7,84
370,"(45, 42)",45,21:27:39,45,42
371,"(10, 47)",47,21:27:44,10,47
372,"(67, 31)",31,21:27:52,67,31
373,"(61, 90)",90,21:27:58,61,90
374,"(49, 82)",82,21:28:03,49,82
375,"(86, 0)",0,21:29:02,86,0
