User-ID;Text-ID;Frage;Antwort;richtige_Antwort
mariggy23;109;What is the dilemma posed about sugar and wormwood? ;Their economic value ;Their existence without the mind 
mariggy23;8;What role is the person mentioned in the text best known for? ;Voicing cartoon characters.;Voicing cartoon characters.
mariggy23;117;Which book did the speaker particularly enjoy during their boyhood?;Robinson Crusoe ;Robinson Crusoe 
mariggy23;38;Which cells contain granules that can lead to the lysis of neighboring cells? ;White blood cells. ;White blood cells. 
mariggy23;69;What was set up under the 1834 Poor Law Amendment Act? ;Public libraries;Institutions for the sick and infirm poor.
mariggy23;13;Why must lithium be stored in petroleum jelly? ;To protect it from moisture. ;To protect it from moisture. 
mariggy23;36;What was the immediate action taken against the individual mentioned in the text?;Immediate medical treatment;Immediate arrest
mariggy23;52;What planning approach covers the business rate relief sites? ;Detailed planning applications;Local Development Order.
mariggy23;95;How does the speaker compare their own perception? ;Equal in scope and depth;More perfect and comprehensive
mariggy23;30;What was Wilhelm Fabry's belief about the cause of breast cancer?;Milk clot in a mammary duct. ;Milk clot in a mammary duct. 
mariggy23;34;Describe the coloration of the wings of the insect mentioned in the text.;Fore wings are dark brownish-black, hind wings are orange.;Fore wings are dark brownish-black, hind wings are orange.
mariggy23;67;What is used to identify health and wellbeing priorities? ;Joint Strategic Needs Assessment;Joint Strategic Needs Assessment
mariggy23;49;What options can be offered in rooms licensed for ceremonies?;Full wedding packages to ceremony and drinks reception;Full wedding packages to ceremony and drinks reception
mariggy23;90;What was not clear to the speaker regarding their potential impact?;Their influence as a member of the House of Commons;Their influence as a member of the House of Commons
mariggy23;73;What is recommended when reporting issues with damp & mould?;Contact a professional without documentation.;Provide a minimum of 3 pictures
mariggy23;34;Describe the coloration of the wings of the insect mentioned in the text.;Fore wings are dark brownish-black, hind wings are orange.;Fore wings are dark brownish-black, hind wings are orange.
mariggy23;72;Why were the maps created?;To show areas of Access Land in Sheffield.;To show areas of Access Land in Sheffield.
mariggy23;130;What are the main industries in the city? ;Construction and the production of chemicals, plastics, cement, and yarns and textiles ;Construction and the production of chemicals, plastics, cement, and yarns and textiles 
mariggy23;70;When did the miners' dispute begin? ;6 March 1984;6 March 1984
mariggy23;77;What happened to most wards during the process? ;They kept their name and electorate;They kept their name and electorate
mariggy23;52;What planning approach covers the business rate relief sites? ;Detailed planning applications;Local Development Order.
mariggy23;146;Why did the Spanish colonists name the city for the 'good winds'?;Because the winds brought them to the port ;Because the winds brought them to the port 
mariggy23;33;What structures do algae lack compared to land plants? ;Phyllids (leaves) and rhizoids;Leaves, roots, and other organs
mariggy23;74;What type of tenancy do they usually offer? ;Month-to-month rental;Assured tenancy
mariggy23;95;How does the speaker compare their own perception? ;Equal in scope and depth;More perfect and comprehensive
mariggy23;98;What does the text suggest about interference? ;It's based on moral grounds;It's not justified for personal conduct.
mariggy23;93;How did the speaker approach reading the text? ;With prejudice;With neutrality.
mariggy23;155;What is to the north of Lisbon's central commercial district?;The Cidade Baixa (Lower City;The Cidade Baixa (Lower City
mariggy23;108;What rendered inevitable the substitution of a different ideal of morality?;Changes in the general state of the species ;Changes in the general state of the species 
mariggy23;17;When was Byrd Station reopened? ;1990-1991 ;2009-2010 
mariggy23;69;What was set up under the 1834 Poor Law Amendment Act? ;Institutions for the sick and infirm poor.;Institutions for the sick and infirm poor.
mariggy23;148;What is the city's role in the country? ;A center for banking and insurance, a major tourist site, and a transportation hub ;A center for banking and insurance, a major tourist site, and a transportation hub 
mariggy23;37;What did Francois de la Boe Sylvius believe was the cause of cancer? ;Chemical processes and acidic lymph fluid.;Chemical processes and acidic lymph fluid.
mariggy23;52;What planning approach covers the business rate relief sites? ;Local Development Order.;Local Development Order.
mariggy23;121;How was the city divided by the Allied powers in September?;Into four zones ;Into four zones 
mariggy23;134;When did German forces enter the city after a fierce 80-day battle?;September 9, 1941 ;September 19, 1941
mariggy23;59;When was the review and accompanying management plans adopted?;23rd October 2006;23rd October 2007
mariggy23;105;What can he do so far? ;Abstract ;Abstract 
mariggy23;23;What is a mycorrhiza? ;A symbiotic association between a fungus and the roots of a vascular plant;A symbiotic association between a fungus and the roots of a vascular plant
mariggy23;104;What would be ridiculous to claim for him?;That he did as much for mankind as Bentham ;That he did as much for mankind as Bentham 
mariggy23;87;What assertion does the text make about Wordsworth? ;He was the most influential poet;There have been greater poets than Wordsworth.
mariggy23;72;Why were the maps created?;To show areas of Access Land in Sheffield.;To show areas of Access Land in Sheffield.
mariggy23;4;What prevented Lightning Bar from continuing his racing career?;Injuries and illnesses. ;Injuries and illnesses. 
mariggy23;40;What does civil partnership allow same-sex couples to do? ;Get married;Obtain legal recognition of their relationship
mariggy23;113;What doctrine is the text referring to as being properly understood?;Doctrine of circumstances ;Doctrine of circumstances 
mariggy23;156;What is notable about some of the streets? ;They are so steep that they give way to stairs, cable cars, and even an elevator;They are so steep that they give way to stairs, cable cars, and even an elevator
mariggy23;26;What effect does starch have on dirt and sweat? ;It repels dirt and sweat;It repels dirt and sweat
mariggy23;110;How do most people view originality in thought and action, according to the text? ;They strive for it ;They think they can do without it 
mariggy23;94;What fate does the text predict for the subject?;Destruction and regeneration;Destruction and regeneration
mariggy23;149;What happened during the Persian Gulf War of 1991? ;The United States and its allies dropped bombs on the city;The United States and its allies dropped bombs on the city
mariggy23;66;What type of areas does the mentioned location have?;Both residential and commercial/retail;Both residential and commercial/retail
mariggy23;43;Who is responsible for paying Council Tax in a rented property?;The tenant;The tenant
mariggy23;11;"What did Griffith identify as the ""transforming principle""? ";DNA;DNA
mariggy23;57;What does the statement illustrate about the Sheffield Plan and planning applications? ;The consultation process;The consultation process
mariggy23;119;What would have prevented Christianity from expanding according to the text?;Remaining an obscure sect of the Hebrews;Remaining an obscure sect of the Hebrews
mariggy23;75;What is the main difference in the procedure? ;Building Notice route involves less paperwork;Building Notice route involves less paperwork
mariggy23;123;Where is the city located?;On the western shore of Manila Bay;On the eastern shore of Manila Bay 
mariggy23;156;What is notable about some of the streets? ;They are so steep that they give way to stairs, cable cars, and even an elevator;They are so steep that they give way to stairs, cable cars, and even an elevator
mariggy23;61;What information is specified on the licence? ;Number of animals allowed and general conditions.;Number of animals allowed and general conditions.
mariggy23;84;What did the author know about existing society? ;It was in a deplorable state;It was in a deplorable state
mariggy23;143;What came to an end after World War I? ;The Roman Empire ;The Hapsburg Empire
mariggy23;19;How do puppeteers control Muppets? ;One hand controls the head, and the other hand controls the arms.;One hand controls the head, and the other hand controls the arms.
mariggy23;96;What dilemma is presented in the text? ;The freedom of religious expression;The absence of religious dominance.
mariggy23;110;How do most people view originality in thought and action, according to the text? ;They strive for it ;They think they can do without it 
mariggy23;48;What was the original character of the area described? ;Agricultural;Industrial
mariggy23;140;What divides the city into two sections?;A river ;A river 
mariggy23;120;When were Old Havana and its fortifications added to UNESCO's World Heritage List?;1982;1982
mariggy23;3;What are the ingredients of the filling mentioned in the text? ;Mashed sweet potatoes, milk, sugar, eggs, and flavoring.;Mashed sweet potatoes, milk, sugar, eggs, and flavoring.
mariggy23;75;What is the main difference in the procedure? ;Building Control formally assesses information.;Building Notice route involves less paperwork
mariggy23;7;What phenomenon is compared to pesticide resistance in plants and insects in the text?;Immune system response;Antibiotic resistance. 
mariggy23;80;According to the text, what has always been the rule in the human mind?;One-sidedness;One-sidedness
mariggy23;131;Which theatre is facing Manila Bay? ;The renovated historic Metropolitan Theatre;The Folk Arts Theater 
mariggy23;86;What is described as the most conspicuous feature of history? ;Struggle between liberty and authority;Struggle between liberty and authority
mariggy23;120;When were Old Havana and its fortifications added to UNESCO's World Heritage List?;1982;1982
mariggy23;107;What does the text say about presumption of falsehood? ;It affords no presumption of their falsehood ;It affords no presumption of their falsehood 
mariggy23;0;What was the outcome of the depression mentioned in the text? ;It intensified into a tropical storm.;It remained a small and disorganized depression. 
mariggy23;70;When did the miners' dispute begin? ;6 March 1984;6 March 1984
mariggy23;2;What is the primary goal of the Federal Deposit Insurance Corporation (FDIC)?;To ensure the safety of people's money. ;To ensure the safety of people's money. 
mariggy23;143;What came to an end after World War I? ;The Hapsburg Empire;The Hapsburg Empire
mariggy23;44;What can a business do after receiving an interim authority notice?;Carry on any licensable activities allowed by the premises licence;Carry on any licensable activities allowed by the premises licence
mariggy23;16;What is dolomite?;A mineral composed of calcium magnesium carbonate.;A mineral composed of calcium magnesium carbonate.
mariggy23;50;Under what circumstances should a child not go to school before or after an appointment?;If they are unwell;If they are unwell
mariggy23;38;Which cells contain granules that can lead to the lysis of neighboring cells? ;Red blood cells. ;White blood cells. 
mariggy23;104;What would be ridiculous to claim for him?;That he did as much for mankind as Bentham ;That he did as much for mankind as Bentham 
mariggy23;28;How is the dish mentioned in the text usually prepared? ;As a small tart without a top crust.;As a small tart without a top crust.
mariggy23;97;How does the text describe the prohibition?;As religious persecution;As reasonable
mariggy23;58;What groups exist across the city for tenants and leaseholders? ;Both Tenants & Resident Association (TARA) and Leaseholder groups;Both Tenants & Resident Association (TARA) and Leaseholder groups
mariggy23;151;What do the city's factories produce? ;Food, beverages, chemicals, textiles, and pharmaceuticals ;Food, beverages, chemicals, textiles, and pharmaceuticals 
mariggy23;53;How are provisional bookings handled? ;They cannot be made over the telephone;They cannot be made over the telephone
mariggy23;146;Why did the Spanish colonists name the city for the 'good winds'?;Because the winds brought them to the port ;Because the winds brought them to the port 
mariggy23;18;What are the immediate effects of being sprayed with pepper spray? ;Eye closure, difficulty breathing, runny nose, and cough. ;Eye closure, difficulty breathing, runny nose, and cough. 
mariggy23;60;What happens after receiving an application? ;Compliance check and then sent to the Police for checks;Compliance check and then sent to the Police for checks
mariggy23;35;"What is the density of the ""snowman"" model asteroid according to the study? ";1.8 ± 0.2 g/cm. ;1.8 ± 0.2 g/cm. 
mariggy23;64;What is notable about Warp Records?;It focuses on classical music.;It was founded in Sheffield in 1989
mariggy23;27;What concept is illustrated by the interaction between bacteria and antibiotics?;Evolutionary arms race.;Evolutionary arms race.
